Node,Packet,Direction,Protocol,Port,Time,Size,Offset,src IP,dest IP
12,0,RX,UDP,520,0.225637,52,0,1.1.12.1,224.0.0.9
12,1,TX,UDP,520,0.225637,232,0,1.1.12.2,1.1.12.1
8,2,TX,UDP,520,0.226385,52,0,192.166.1.42,224.0.0.9
8,2,TX,UDP,520,0.226385,52,0,192.166.1.56,224.0.0.9
8,2,TX,UDP,520,0.226385,52,0,192.166.1.34,224.0.0.9
8,2,TX,UDP,520,0.226385,52,0,192.166.1.6,224.0.0.9
8,2,TX,UDP,520,0.226385,52,0,192.166.1.24,224.0.0.9
8,2,TX,UDP,520,0.226385,52,0,192.166.1.91,224.0.0.9
8,2,TX,UDP,520,0.226385,52,0,192.166.1.93,224.0.0.9
8,2,TX,UDP,520,0.226385,52,0,192.166.1.70,224.0.0.9
8,2,TX,UDP,520,0.226385,52,0,2.2.11.2,224.0.0.9
4,2,RX,UDP,520,0.227428,52,0,192.166.1.56,224.0.0.9
4,3,TX,UDP,520,0.227428,252,0,192.166.1.55,192.166.1.56
1,2,RX,UDP,520,0.227428,52,0,192.166.1.24,224.0.0.9
1,4,TX,UDP,520,0.227428,192,0,192.166.1.23,192.166.1.24
11,2,RX,UDP,520,0.227428,52,0,192.166.1.91,224.0.0.9
11,5,TX,UDP,520,0.227428,272,0,192.166.1.92,192.166.1.91
3,2,RX,UDP,520,0.227471,52,0,192.166.1.42,224.0.0.9
3,6,TX,UDP,520,0.227471,172,0,192.166.1.41,192.166.1.42
0,2,RX,UDP,520,0.227471,52,0,192.166.1.6,224.0.0.9
0,7,TX,UDP,520,0.227471,172,0,192.166.1.5,192.166.1.6
5,2,RX,UDP,520,0.227471,52,0,192.166.1.70,224.0.0.9
5,8,TX,UDP,520,0.227471,232,0,192.166.1.69,192.166.1.70
2,2,RX,UDP,520,0.227817,52,0,192.166.1.34,224.0.0.9
2,10,TX,UDP,520,0.227817,152,0,192.166.1.33,192.166.1.34
12,2,RX,UDP,520,0.227817,52,0,192.166.1.93,224.0.0.9
12,11,TX,UDP,520,0.227817,232,0,192.166.1.94,192.166.1.93
8,9,RX,UDP,520,0.228558,52,0,2.2.11.1,2.2.11.2
14,6,RX,UDP,520,0.228611,172,0,192.166.1.41,192.166.1.42
14,6,TX,UDP,520,0.228611,172,0,192.166.1.41,192.166.1.42
13,3,RX,UDP,520,0.228631,252,0,192.166.1.55,192.166.1.56
13,3,TX,UDP,520,0.228631,252,0,192.166.1.55,192.166.1.56
14,4,RX,UDP,520,0.228739,192,0,192.166.1.23,192.166.1.24
14,4,TX,UDP,520,0.228739,192,0,192.166.1.23,192.166.1.24
14,7,RX,UDP,520,0.22875,172,0,192.166.1.5,192.166.1.6
14,7,TX,UDP,520,0.22875,172,0,192.166.1.5,192.166.1.6
13,8,RX,UDP,520,0.228846,232,0,192.166.1.69,192.166.1.70
13,8,TX,UDP,520,0.228846,232,0,192.166.1.69,192.166.1.70
14,5,RX,UDP,520,0.228867,272,0,192.166.1.92,192.166.1.91
14,5,TX,UDP,520,0.228867,272,0,192.166.1.92,192.166.1.91
14,10,RX,UDP,520,0.22894,152,0,192.166.1.33,192.166.1.34
14,10,TX,UDP,520,0.22894,152,0,192.166.1.33,192.166.1.34
11,6,RX,UDP,520,0.229889,172,0,192.166.1.41,192.166.1.42
11,6,TX,UDP,520,0.229889,172,0,192.166.1.41,192.166.1.42
11,4,RX,UDP,520,0.230199,192,0,192.166.1.23,192.166.1.24
11,4,TX,UDP,520,0.230199,192,0,192.166.1.23,192.166.1.24
11,7,RX,UDP,520,0.230478,172,0,192.166.1.5,192.166.1.6
11,7,TX,UDP,520,0.230478,172,0,192.166.1.5,192.166.1.6
13,11,RX,UDP,520,0.230689,232,0,192.166.1.94,192.166.1.93
13,11,TX,UDP,520,0.230689,232,0,192.166.1.94,192.166.1.93
11,5,RX,UDP,520,0.230916,272,0,192.166.1.92,192.166.1.91
11,5,TX,UDP,520,0.230916,272,0,192.166.1.92,192.166.1.91
11,10,RX,UDP,520,0.231163,152,0,192.166.1.33,192.166.1.34
11,10,TX,UDP,520,0.231163,152,0,192.166.1.33,192.166.1.34
14,6,RX,UDP,520,0.231167,172,0,192.166.1.41,192.166.1.42
14,6,TX,UDP,520,0.231167,172,0,192.166.1.41,192.166.1.42
14,4,RX,UDP,520,0.23151,192,0,192.166.1.23,192.166.1.24
14,4,TX,UDP,520,0.23151,192,0,192.166.1.23,192.166.1.24
12,3,RX,UDP,520,0.231663,252,0,192.166.1.55,192.166.1.56
12,3,TX,UDP,520,0.231663,252,0,192.166.1.55,192.166.1.56
14,7,RX,UDP,520,0.231788,172,0,192.166.1.5,192.166.1.6
14,7,TX,UDP,520,0.231788,172,0,192.166.1.5,192.166.1.6
14,5,RX,UDP,520,0.232355,272,0,192.166.1.92,192.166.1.91
14,5,TX,UDP,520,0.232355,272,0,192.166.1.92,192.166.1.91
11,6,RX,UDP,520,0.232446,172,0,192.166.1.41,192.166.1.42
11,6,TX,UDP,520,0.232446,172,0,192.166.1.41,192.166.1.42
14,10,RX,UDP,520,0.232601,152,0,192.166.1.33,192.166.1.34
14,10,TX,UDP,520,0.232601,152,0,192.166.1.33,192.166.1.34
11,4,RX,UDP,520,0.23282,192,0,192.166.1.23,192.166.1.24
11,4,TX,UDP,520,0.23282,192,0,192.166.1.23,192.166.1.24
11,7,RX,UDP,520,0.233099,172,0,192.166.1.5,192.166.1.6
11,7,TX,UDP,520,0.233099,172,0,192.166.1.5,192.166.1.6
12,8,RX,UDP,520,0.233535,232,0,192.166.1.69,192.166.1.70
12,8,TX,UDP,520,0.233535,232,0,192.166.1.69,192.166.1.70
14,6,RX,UDP,520,0.233724,172,0,192.166.1.41,192.166.1.42
14,6,TX,UDP,520,0.233724,172,0,192.166.1.41,192.166.1.42
11,5,RX,UDP,520,0.233793,272,0,192.166.1.92,192.166.1.91
11,5,TX,UDP,520,0.233793,272,0,192.166.1.92,192.166.1.91
11,10,RX,UDP,520,0.234039,152,0,192.166.1.33,192.166.1.34
11,10,TX,UDP,520,0.234039,152,0,192.166.1.33,192.166.1.34
14,4,RX,UDP,520,0.234131,192,0,192.166.1.23,192.166.1.24
14,4,TX,UDP,520,0.234131,192,0,192.166.1.23,192.166.1.24
14,7,RX,UDP,520,0.234409,172,0,192.166.1.5,192.166.1.6
14,7,TX,UDP,520,0.234409,172,0,192.166.1.5,192.166.1.6
13,3,RX,UDP,520,0.234695,252,0,192.166.1.55,192.166.1.56
13,3,TX,UDP,520,0.234695,252,0,192.166.1.55,192.166.1.56
11,6,RX,UDP,520,0.235003,172,0,192.166.1.41,192.166.1.42
11,6,TX,UDP,520,0.235003,172,0,192.166.1.41,192.166.1.42
14,5,RX,UDP,520,0.235231,272,0,192.166.1.92,192.166.1.91
14,5,TX,UDP,520,0.235231,272,0,192.166.1.92,192.166.1.91
12,11,RX,UDP,520,0.235407,232,0,192.166.1.94,192.166.1.93
12,11,TX,UDP,520,0.235407,232,0,192.166.1.94,192.166.1.93
11,4,RX,UDP,520,0.235441,192,0,192.166.1.23,192.166.1.24
11,4,TX,UDP,520,0.235441,192,0,192.166.1.23,192.166.1.24
14,10,RX,UDP,520,0.235478,152,0,192.166.1.33,192.166.1.34
14,10,TX,UDP,520,0.235478,152,0,192.166.1.33,192.166.1.34
11,7,RX,UDP,520,0.235719,172,0,192.166.1.5,192.166.1.6
11,7,TX,UDP,520,0.235719,172,0,192.166.1.5,192.166.1.6
14,6,RX,UDP,520,0.236281,172,0,192.166.1.41,192.166.1.42
14,6,TX,UDP,520,0.236281,172,0,192.166.1.41,192.166.1.42
13,8,RX,UDP,520,0.236567,232,0,192.166.1.69,192.166.1.70
13,8,TX,UDP,520,0.236567,232,0,192.166.1.69,192.166.1.70
11,5,RX,UDP,520,0.23667,272,0,192.166.1.92,192.166.1.91
11,5,TX,UDP,520,0.23667,272,0,192.166.1.92,192.166.1.91
14,4,RX,UDP,520,0.236751,192,0,192.166.1.23,192.166.1.24
14,4,TX,UDP,520,0.236751,192,0,192.166.1.23,192.166.1.24
11,10,RX,UDP,520,0.236916,152,0,192.166.1.33,192.166.1.34
11,10,TX,UDP,520,0.236916,152,0,192.166.1.33,192.166.1.34
14,7,RX,UDP,520,0.23703,172,0,192.166.1.5,192.166.1.6
14,7,TX,UDP,520,0.23703,172,0,192.166.1.5,192.166.1.6
11,6,RX,UDP,520,0.237559,172,0,192.166.1.41,192.166.1.42
11,6,TX,UDP,520,0.237559,172,0,192.166.1.41,192.166.1.42
12,3,RX,UDP,520,0.237727,252,0,192.166.1.55,192.166.1.56
12,3,TX,UDP,520,0.237727,252,0,192.166.1.55,192.166.1.56
11,4,RX,UDP,520,0.238062,192,0,192.166.1.23,192.166.1.24
11,4,TX,UDP,520,0.238062,192,0,192.166.1.23,192.166.1.24
14,5,RX,UDP,520,0.238108,272,0,192.166.1.92,192.166.1.91
14,5,TX,UDP,520,0.238108,272,0,192.166.1.92,192.166.1.91
11,7,RX,UDP,520,0.23834,172,0,192.166.1.5,192.166.1.6
11,7,TX,UDP,520,0.23834,172,0,192.166.1.5,192.166.1.6
14,10,RX,UDP,520,0.238355,152,0,192.166.1.33,192.166.1.34
14,10,TX,UDP,520,0.238355,152,0,192.166.1.33,192.166.1.34
13,11,RX,UDP,520,0.238439,232,0,192.166.1.94,192.166.1.93
13,11,TX,UDP,520,0.238439,232,0,192.166.1.94,192.166.1.93
14,6,RX,UDP,520,0.238838,172,0,192.166.1.41,192.166.1.42
14,6,TX,UDP,520,0.238838,172,0,192.166.1.41,192.166.1.42
14,4,RX,UDP,520,0.239372,192,0,192.166.1.23,192.166.1.24
14,4,TX,UDP,520,0.239372,192,0,192.166.1.23,192.166.1.24
11,5,RX,UDP,520,0.239547,272,0,192.166.1.92,192.166.1.91
11,5,TX,UDP,520,0.239547,272,0,192.166.1.92,192.166.1.91
12,8,RX,UDP,520,0.239599,232,0,192.166.1.69,192.166.1.70
12,8,TX,UDP,520,0.239599,232,0,192.166.1.69,192.166.1.70
14,7,RX,UDP,520,0.239651,172,0,192.166.1.5,192.166.1.6
14,7,TX,UDP,520,0.239651,172,0,192.166.1.5,192.166.1.6
2,12,TX,UDP,520,0.239713,52,0,192.166.1.35,224.0.0.9
2,12,TX,UDP,520,0.239713,52,0,192.166.1.14,224.0.0.9
2,12,TX,UDP,520,0.239713,52,0,192.166.1.37,224.0.0.9
2,12,TX,UDP,520,0.239713,52,0,192.166.1.31,224.0.0.9
2,12,TX,UDP,520,0.239713,52,0,192.166.1.29,224.0.0.9
2,12,TX,UDP,520,0.239713,52,0,192.166.1.33,224.0.0.9
11,10,RX,UDP,520,0.239793,152,0,192.166.1.33,192.166.1.34
11,10,TX,UDP,520,0.239793,152,0,192.166.1.33,192.166.1.34
11,6,RX,UDP,520,0.240116,172,0,192.166.1.41,192.166.1.42
11,6,TX,UDP,520,0.240116,172,0,192.166.1.41,192.166.1.42
11,4,RX,UDP,520,0.240683,192,0,192.166.1.23,192.166.1.24
11,4,TX,UDP,520,0.240683,192,0,192.166.1.23,192.166.1.24
9,12,RX,UDP,520,0.240757,52,0,192.166.1.35,224.0.0.9
9,13,TX,UDP,520,0.240757,172,0,192.166.1.36,192.166.1.35
14,12,RX,UDP,520,0.240757,52,0,192.166.1.37,224.0.0.9
14,14,TX,UDP,520,0.240757,232,0,192.166.1.38,192.166.1.37
13,3,RX,UDP,520,0.240759,252,0,192.166.1.55,192.166.1.56
13,3,TX,UDP,520,0.240759,252,0,192.166.1.55,192.166.1.56
11,7,RX,UDP,520,0.240961,172,0,192.166.1.5,192.166.1.6
11,7,TX,UDP,520,0.240961,172,0,192.166.1.5,192.166.1.6
14,5,RX,UDP,520,0.240985,272,0,192.166.1.92,192.166.1.91
14,5,TX,UDP,520,0.240985,272,0,192.166.1.92,192.166.1.91
1,12,RX,UDP,520,0.241145,52,0,192.166.1.14,224.0.0.9
1,15,TX,UDP,520,0.241145,192,0,192.166.1.13,192.166.1.14
7,12,RX,UDP,520,0.241145,52,0,192.166.1.31,224.0.0.9
7,16,TX,UDP,520,0.241145,212,0,192.166.1.32,192.166.1.31
8,12,RX,UDP,520,0.241145,52,0,192.166.1.33,224.0.0.9
8,17,TX,UDP,520,0.241145,212,0,192.166.1.34,192.166.1.33
14,10,RX,UDP,520,0.241231,152,0,192.166.1.33,192.166.1.34
14,10,TX,UDP,520,0.241231,152,0,192.166.1.33,192.166.1.34
12,11,RX,UDP,520,0.241471,232,0,192.166.1.94,192.166.1.93
12,11,TX,UDP,520,0.241471,232,0,192.166.1.94,192.166.1.93
14,6,RX,UDP,520,0.24151,172,0,192.166.1.41,192.166.1.42
14,6,TX,UDP,520,0.24151,172,0,192.166.1.41,192.166.1.42
14,4,RX,UDP,520,0.241993,192,0,192.166.1.23,192.166.1.24
14,4,TX,UDP,520,0.241993,192,0,192.166.1.23,192.166.1.24
11,14,RX,UDP,520,0.242131,232,0,192.166.1.38,192.166.1.37
11,14,TX,UDP,520,0.242131,232,0,192.166.1.38,192.166.1.37
14,7,RX,UDP,520,0.242271,172,0,192.166.1.5,192.166.1.6
14,7,TX,UDP,520,0.242271,172,0,192.166.1.5,192.166.1.6
14,15,RX,UDP,520,0.242456,192,0,192.166.1.13,192.166.1.14
14,15,TX,UDP,520,0.242456,192,0,192.166.1.13,192.166.1.14
11,5,RX,UDP,520,0.242569,272,0,192.166.1.92,192.166.1.91
11,5,TX,UDP,520,0.242569,272,0,192.166.1.92,192.166.1.91
13,8,RX,UDP,520,0.242631,232,0,192.166.1.69,192.166.1.70
13,8,TX,UDP,520,0.242631,232,0,192.166.1.69,192.166.1.70
11,10,RX,UDP,520,0.242816,152,0,192.166.1.33,192.166.1.34
11,10,TX,UDP,520,0.242816,152,0,192.166.1.33,192.166.1.34
11,6,RX,UDP,520,0.243094,172,0,192.166.1.41,192.166.1.42
11,6,TX,UDP,520,0.243094,172,0,192.166.1.41,192.166.1.42
11,4,RX,UDP,520,0.243405,192,0,192.166.1.23,192.166.1.24
11,4,TX,UDP,520,0.243405,192,0,192.166.1.23,192.166.1.24
14,14,RX,UDP,520,0.243505,232,0,192.166.1.38,192.166.1.37
14,14,TX,UDP,520,0.243505,232,0,192.166.1.38,192.166.1.37
11,7,RX,UDP,520,0.243683,172,0,192.166.1.5,192.166.1.6
11,7,TX,UDP,520,0.243683,172,0,192.166.1.5,192.166.1.6
12,3,RX,UDP,520,0.243791,252,0,192.166.1.55,192.166.1.56
12,3,TX,UDP,520,0.243791,252,0,192.166.1.55,192.166.1.56
14,16,RX,UDP,520,0.243857,212,0,192.166.1.32,192.166.1.31
14,16,TX,UDP,520,0.243857,212,0,192.166.1.32,192.166.1.31
12,17,RX,UDP,520,0.243857,212,0,192.166.1.34,192.166.1.33
12,17,TX,UDP,520,0.243857,212,0,192.166.1.34,192.166.1.33
11,15,RX,UDP,520,0.243993,192,0,192.166.1.13,192.166.1.14
11,15,TX,UDP,520,0.243993,192,0,192.166.1.13,192.166.1.14
14,5,RX,UDP,520,0.244008,272,0,192.166.1.92,192.166.1.91
14,5,TX,UDP,520,0.244008,272,0,192.166.1.92,192.166.1.91
14,10,RX,UDP,520,0.244254,152,0,192.166.1.33,192.166.1.34
14,10,TX,UDP,520,0.244254,152,0,192.166.1.33,192.166.1.34
13,11,RX,UDP,520,0.244503,232,0,192.166.1.94,192.166.1.93
13,11,TX,UDP,520,0.244503,232,0,192.166.1.94,192.166.1.93
14,6,RX,UDP,520,0.244533,172,0,192.166.1.41,192.166.1.42
14,6,TX,UDP,520,0.244533,172,0,192.166.1.41,192.166.1.42
14,4,RX,UDP,520,0.244843,192,0,192.166.1.23,192.166.1.24
14,4,TX,UDP,520,0.244843,192,0,192.166.1.23,192.166.1.24
11,14,RX,UDP,520,0.24488,232,0,192.166.1.38,192.166.1.37
11,14,TX,UDP,520,0.24488,232,0,192.166.1.38,192.166.1.37
14,7,RX,UDP,520,0.245121,172,0,192.166.1.5,192.166.1.6
14,7,TX,UDP,520,0.245121,172,0,192.166.1.5,192.166.1.6
11,16,RX,UDP,520,0.245222,212,0,192.166.1.32,192.166.1.31
11,16,TX,UDP,520,0.245222,212,0,192.166.1.32,192.166.1.31
14,15,RX,UDP,520,0.245432,192,0,192.166.1.13,192.166.1.14
14,15,TX,UDP,520,0.245432,192,0,192.166.1.13,192.166.1.14
11,5,RX,UDP,520,0.245661,272,0,192.166.1.92,192.166.1.91
11,5,TX,UDP,520,0.245661,272,0,192.166.1.92,192.166.1.91
12,8,RX,UDP,520,0.245663,232,0,192.166.1.69,192.166.1.70
12,8,TX,UDP,520,0.245663,232,0,192.166.1.69,192.166.1.70
11,10,RX,UDP,520,0.245907,152,0,192.166.1.33,192.166.1.34
11,10,TX,UDP,520,0.245907,152,0,192.166.1.33,192.166.1.34
11,6,RX,UDP,520,0.246185,172,0,192.166.1.41,192.166.1.42
11,6,TX,UDP,520,0.246185,172,0,192.166.1.41,192.166.1.42
14,14,RX,UDP,520,0.246254,232,0,192.166.1.38,192.166.1.37
14,14,TX,UDP,520,0.246254,232,0,192.166.1.38,192.166.1.37
11,4,RX,UDP,520,0.246496,192,0,192.166.1.23,192.166.1.24
11,4,TX,UDP,520,0.246496,192,0,192.166.1.23,192.166.1.24
14,16,RX,UDP,520,0.246597,212,0,192.166.1.32,192.166.1.31
14,16,TX,UDP,520,0.246597,212,0,192.166.1.32,192.166.1.31
11,7,RX,UDP,520,0.246774,172,0,192.166.1.5,192.166.1.6
11,7,TX,UDP,520,0.246774,172,0,192.166.1.5,192.166.1.6
13,3,RX,UDP,520,0.246823,252,0,192.166.1.55,192.166.1.56
13,3,TX,UDP,520,0.246823,252,0,192.166.1.55,192.166.1.56
11,15,RX,UDP,520,0.247085,192,0,192.166.1.13,192.166.1.14
11,15,TX,UDP,520,0.247085,192,0,192.166.1.13,192.166.1.14
14,5,RX,UDP,520,0.247099,272,0,192.166.1.92,192.166.1.91
14,5,TX,UDP,520,0.247099,272,0,192.166.1.92,192.166.1.91
14,10,RX,UDP,520,0.247345,152,0,192.166.1.33,192.166.1.34
14,10,TX,UDP,520,0.247345,152,0,192.166.1.33,192.166.1.34
12,11,RX,UDP,520,0.247535,232,0,192.166.1.94,192.166.1.93
12,11,TX,UDP,520,0.247535,232,0,192.166.1.94,192.166.1.93
14,6,RX,UDP,520,0.247624,172,0,192.166.1.41,192.166.1.42
14,6,TX,UDP,520,0.247624,172,0,192.166.1.41,192.166.1.42
11,14,RX,UDP,520,0.247629,232,0,192.166.1.38,192.166.1.37
11,14,TX,UDP,520,0.247629,232,0,192.166.1.38,192.166.1.37
14,4,RX,UDP,520,0.247934,192,0,192.166.1.23,192.166.1.24
14,4,TX,UDP,520,0.247934,192,0,192.166.1.23,192.166.1.24
11,16,RX,UDP,520,0.247971,212,0,192.166.1.32,192.166.1.31
11,16,TX,UDP,520,0.247971,212,0,192.166.1.32,192.166.1.31
14,7,RX,UDP,520,0.248213,172,0,192.166.1.5,192.166.1.6
14,7,TX,UDP,520,0.248213,172,0,192.166.1.5,192.166.1.6
14,15,RX,UDP,520,0.248523,192,0,192.166.1.13,192.166.1.14
14,15,TX,UDP,520,0.248523,192,0,192.166.1.13,192.166.1.14
13,17,RX,UDP,520,0.248535,212,0,192.166.1.34,192.166.1.33
13,17,TX,UDP,520,0.248535,212,0,192.166.1.34,192.166.1.33
11,5,RX,UDP,520,0.248537,272,0,192.166.1.92,192.166.1.91
11,5,TX,UDP,520,0.248537,272,0,192.166.1.92,192.166.1.91
11,10,RX,UDP,520,0.248784,152,0,192.166.1.33,192.166.1.34
11,10,TX,UDP,520,0.248784,152,0,192.166.1.33,192.166.1.34
14,14,RX,UDP,520,0.249003,232,0,192.166.1.38,192.166.1.37
14,14,TX,UDP,520,0.249003,232,0,192.166.1.38,192.166.1.37
11,6,RX,UDP,520,0.249062,172,0,192.166.1.41,192.166.1.42
11,6,TX,UDP,520,0.249062,172,0,192.166.1.41,192.166.1.42
14,16,RX,UDP,520,0.249345,212,0,192.166.1.32,192.166.1.31
14,16,TX,UDP,520,0.249345,212,0,192.166.1.32,192.166.1.31
11,4,RX,UDP,520,0.249373,192,0,192.166.1.23,192.166.1.24
11,4,TX,UDP,520,0.249373,192,0,192.166.1.23,192.166.1.24
11,7,RX,UDP,520,0.249651,172,0,192.166.1.5,192.166.1.6
11,7,TX,UDP,520,0.249651,172,0,192.166.1.5,192.166.1.6
12,3,RX,UDP,520,0.249855,252,0,192.166.1.55,192.166.1.56
12,3,TX,UDP,520,0.249855,252,0,192.166.1.55,192.166.1.56
11,15,RX,UDP,520,0.249961,192,0,192.166.1.13,192.166.1.14
11,15,TX,UDP,520,0.249961,192,0,192.166.1.13,192.166.1.14
14,5,RX,UDP,520,0.249976,272,0,192.166.1.92,192.166.1.91
14,5,TX,UDP,520,0.249976,272,0,192.166.1.92,192.166.1.91
14,10,RX,UDP,520,0.250222,152,0,192.166.1.33,192.166.1.34
14,10,TX,UDP,520,0.250222,152,0,192.166.1.33,192.166.1.34
11,14,RX,UDP,520,0.250377,232,0,192.166.1.38,192.166.1.37
11,14,TX,UDP,520,0.250377,232,0,192.166.1.38,192.166.1.37
13,8,RX,UDP,520,0.250407,232,0,192.166.1.69,192.166.1.70
13,8,TX,UDP,520,0.250407,232,0,192.166.1.69,192.166.1.70
14,6,RX,UDP,520,0.250501,172,0,192.166.1.41,192.166.1.42
14,6,TX,UDP,520,0.250501,172,0,192.166.1.41,192.166.1.42
11,16,RX,UDP,520,0.25072,212,0,192.166.1.32,192.166.1.31
11,16,TX,UDP,520,0.25072,212,0,192.166.1.32,192.166.1.31
14,4,RX,UDP,520,0.250811,192,0,192.166.1.23,192.166.1.24
14,4,TX,UDP,520,0.250811,192,0,192.166.1.23,192.166.1.24
14,7,RX,UDP,520,0.251089,172,0,192.166.1.5,192.166.1.6
14,7,TX,UDP,520,0.251089,172,0,192.166.1.5,192.166.1.6
14,15,RX,UDP,520,0.2514,192,0,192.166.1.13,192.166.1.14
14,15,TX,UDP,520,0.2514,192,0,192.166.1.13,192.166.1.14
11,5,RX,UDP,520,0.251414,272,0,192.166.1.92,192.166.1.91
11,5,TX,UDP,520,0.251414,272,0,192.166.1.92,192.166.1.91
12,17,RX,UDP,520,0.251567,212,0,192.166.1.34,192.166.1.33
12,17,TX,UDP,520,0.251567,212,0,192.166.1.34,192.166.1.33
11,10,RX,UDP,520,0.251661,152,0,192.166.1.33,192.166.1.34
11,10,TX,UDP,520,0.251661,152,0,192.166.1.33,192.166.1.34
14,14,RX,UDP,520,0.251774,232,0,192.166.1.38,192.166.1.37
14,14,TX,UDP,520,0.251774,232,0,192.166.1.38,192.166.1.37
11,6,RX,UDP,520,0.251939,172,0,192.166.1.41,192.166.1.42
11,6,TX,UDP,520,0.251939,172,0,192.166.1.41,192.166.1.42
14,16,RX,UDP,520,0.252117,212,0,192.166.1.32,192.166.1.31
14,16,TX,UDP,520,0.252117,212,0,192.166.1.32,192.166.1.31
11,4,RX,UDP,520,0.252249,192,0,192.166.1.23,192.166.1.24
11,4,TX,UDP,520,0.252249,192,0,192.166.1.23,192.166.1.24
13,11,RX,UDP,520,0.252279,232,0,192.166.1.94,192.166.1.93
13,11,TX,UDP,520,0.252279,232,0,192.166.1.94,192.166.1.93
11,7,RX,UDP,520,0.252528,172,0,192.166.1.5,192.166.1.6
11,7,TX,UDP,520,0.252528,172,0,192.166.1.5,192.166.1.6
11,15,RX,UDP,520,0.252838,192,0,192.166.1.13,192.166.1.14
11,15,TX,UDP,520,0.252838,192,0,192.166.1.13,192.166.1.14
14,5,RX,UDP,520,0.252853,272,0,192.166.1.92,192.166.1.91
14,5,TX,UDP,520,0.252853,272,0,192.166.1.92,192.166.1.91
14,10,RX,UDP,520,0.253099,152,0,192.166.1.33,192.166.1.34
14,10,TX,UDP,520,0.253099,152,0,192.166.1.33,192.166.1.34
11,14,RX,UDP,520,0.253213,232,0,192.166.1.38,192.166.1.37
11,14,TX,UDP,520,0.253213,232,0,192.166.1.38,192.166.1.37
14,6,RX,UDP,520,0.253377,172,0,192.166.1.41,192.166.1.42
14,6,TX,UDP,520,0.253377,172,0,192.166.1.41,192.166.1.42
12,8,RX,UDP,520,0.253439,232,0,192.166.1.69,192.166.1.70
12,8,TX,UDP,520,0.253439,232,0,192.166.1.69,192.166.1.70
11,16,RX,UDP,520,0.253555,212,0,192.166.1.32,192.166.1.31
11,16,TX,UDP,520,0.253555,212,0,192.166.1.32,192.166.1.31
14,4,RX,UDP,520,0.253688,192,0,192.166.1.23,192.166.1.24
14,4,TX,UDP,520,0.253688,192,0,192.166.1.23,192.166.1.24
14,7,RX,UDP,520,0.253966,172,0,192.166.1.5,192.166.1.6
14,7,TX,UDP,520,0.253966,172,0,192.166.1.5,192.166.1.6
14,15,RX,UDP,520,0.254277,192,0,192.166.1.13,192.166.1.14
14,15,TX,UDP,520,0.254277,192,0,192.166.1.13,192.166.1.14
11,5,RX,UDP,520,0.254291,272,0,192.166.1.92,192.166.1.91
11,5,TX,UDP,520,0.254291,272,0,192.166.1.92,192.166.1.91
13,3,RX,UDP,520,0.254311,252,0,192.166.1.55,192.166.1.56
13,3,TX,UDP,520,0.254311,252,0,192.166.1.55,192.166.1.56
11,10,RX,UDP,520,0.254537,152,0,192.166.1.33,192.166.1.34
11,10,TX,UDP,520,0.254537,152,0,192.166.1.33,192.166.1.34
14,14,RX,UDP,520,0.254651,232,0,192.166.1.38,192.166.1.37
14,14,TX,UDP,520,0.254651,232,0,192.166.1.38,192.166.1.37
11,6,RX,UDP,520,0.254816,172,0,192.166.1.41,192.166.1.42
11,6,TX,UDP,520,0.254816,172,0,192.166.1.41,192.166.1.42
14,16,RX,UDP,520,0.254993,212,0,192.166.1.32,192.166.1.31
14,16,TX,UDP,520,0.254993,212,0,192.166.1.32,192.166.1.31
11,4,RX,UDP,520,0.255126,192,0,192.166.1.23,192.166.1.24
11,4,TX,UDP,520,0.255126,192,0,192.166.1.23,192.166.1.24
12,11,RX,UDP,520,0.255311,232,0,192.166.1.94,192.166.1.93
12,11,TX,UDP,520,0.255311,232,0,192.166.1.94,192.166.1.93
11,7,RX,UDP,520,0.255405,172,0,192.166.1.5,192.166.1.6
11,7,TX,UDP,520,0.255405,172,0,192.166.1.5,192.166.1.6
11,15,RX,UDP,520,0.255715,192,0,192.166.1.13,192.166.1.14
11,15,TX,UDP,520,0.255715,192,0,192.166.1.13,192.166.1.14
14,5,RX,UDP,520,0.255729,272,0,192.166.1.92,192.166.1.91
14,5,TX,UDP,520,0.255729,272,0,192.166.1.92,192.166.1.91
14,10,RX,UDP,520,0.255976,152,0,192.166.1.33,192.166.1.34
14,10,TX,UDP,520,0.255976,152,0,192.166.1.33,192.166.1.34
13,17,RX,UDP,520,0.256023,212,0,192.166.1.34,192.166.1.33
13,17,TX,UDP,520,0.256023,212,0,192.166.1.34,192.166.1.33
11,14,RX,UDP,520,0.256089,232,0,192.166.1.38,192.166.1.37
11,14,TX,UDP,520,0.256089,232,0,192.166.1.38,192.166.1.37
14,6,RX,UDP,520,0.256254,172,0,192.166.1.41,192.166.1.42
14,6,TX,UDP,520,0.256254,172,0,192.166.1.41,192.166.1.42
11,16,RX,UDP,520,0.256432,212,0,192.166.1.32,192.166.1.31
11,16,TX,UDP,520,0.256432,212,0,192.166.1.32,192.166.1.31
14,4,RX,UDP,520,0.256565,192,0,192.166.1.23,192.166.1.24
14,4,TX,UDP,520,0.256565,192,0,192.166.1.23,192.166.1.24
14,7,RX,UDP,520,0.256843,172,0,192.166.1.5,192.166.1.6
14,7,TX,UDP,520,0.256843,172,0,192.166.1.5,192.166.1.6
14,15,RX,UDP,520,0.257153,192,0,192.166.1.13,192.166.1.14
